review_id,item_id,coverage_slice,language_pair,instruction_language,content_language,task_family,user_prompt,expected_response_language,expected_script,must_preserve_spans,required_any_markers,forbidden_markers,known_bad_outputs,register_requirement,locale_requirement,notes_for_reviewers,reviewer_id,reviewer_prompt_clear,reviewer_target_language_natural,reviewer_script_expectation_valid,reviewer_preservation_spans_valid,reviewer_known_bad_outputs_valid,reviewer_release_usable,reviewer_issue_types,reviewer_notes
rpt_v03_native_040,v03_en_es_EP_010,english_instruction_spanish_content,en-es,English,Spanish,editing_preservation,"Please polish this Spanish update while keeping the answer in Spanish and not translating it into English: ""La organización cerró la encuesta y compartirá los resultados en agosto.""",Spanish,Latin,"[""encuesta"", ""resultados""]","[""encuesta"", ""resultados""]","[""Here is"", ""The team"", ""بالطبع"", ""إليك"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Spanish target content; preserves the target language. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_041,v03_hi_hi_EP_001,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""टीम ने मसौदा पूरा कर लिया है, लेकिन निष्कर्ष अभी कमजोर लग रहा है।""",Hindi,Devanagari,"[""मसौदा"", ""निष्कर्ष""]","[""मसौदा"", ""निष्कर्ष""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_042,v03_hi_hi_EP_002,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""पुस्तकालय सोमवार को जल्दी खुलेगा क्योंकि पढ़ने का सत्र रखा गया है।""",Hindi,Devanagari,"[""पुस्तकालय"", ""पढ़ने का सत्र""]","[""पुस्तकालय"", ""पढ़ने का सत्र""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_043,v03_hi_hi_EP_003,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""ग्राहक ने डिजाइन स्वीकार किया, पर आवरण में बदलाव मांगे हैं।""",Hindi,Devanagari,"[""ग्राहक"", ""आवरण""]","[""ग्राहक"", ""आवरण""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_044,v03_hi_hi_EP_004,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""कक्षा ने परियोजना पर काम बढ़ाया, लेकिन अंतिम सारांश में उदाहरण चाहिए।""",Hindi,Devanagari,"[""परियोजना"", ""अंतिम सारांश""]","[""परियोजना"", ""अंतिम सारांश""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_045,v03_hi_hi_EP_005,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""अभियान नए परिवारों तक पहुँचा और कैलेंडर पर सुझाव मिले।""",Hindi,Devanagari,"[""अभियान"", ""कैलेंडर""]","[""अभियान"", ""कैलेंडर""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_046,v03_hi_hi_EP_006,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""कार्यालय ने बैठक की पुष्टि की, लेकिन बजट अभी तय नहीं हुआ है।""",Hindi,Devanagari,"[""बैठक"", ""बजट""]","[""बैठक"", ""बजट""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_047,v03_hi_hi_EP_007,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""शिक्षक ने अभ्यास समझाया और दैनिक प्रगति लिखने को कहा।""",Hindi,Devanagari,"[""अभ्यास"", ""दैनिक प्रगति""]","[""अभ्यास"", ""दैनिक प्रगति""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_048,v03_hi_hi_EP_008,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""दुकान ने भंडार अपडेट किया और स्थानीय उत्पादों के लिए जगह रखी।""",Hindi,Devanagari,"[""भंडार"", ""स्थानीय उत्पादों""]","[""भंडार"", ""स्थानीय उत्पादों""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_049,v03_hi_hi_EP_009,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""संग्रहालय ने कार्यक्रम जारी किया और शाम की निर्देशित यात्रा जोड़ी।""",Hindi,Devanagari,"[""कार्यक्रम"", ""निर्देशित यात्रा""]","[""कार्यक्रम"", ""निर्देशित यात्रा""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_050,v03_hi_hi_EP_010,hindi_english_instruction_hindi_devanagari,hi-hi,Hindi/English code-switched,Hindi,editing_preservation,"Is Hindi note ko natural bana do, lekin Devanagari Hindi hi rakho aur English translation mat banao: ""संस्था ने सर्वेक्षण बंद किया और अगस्त में परिणाम साझा करेगी।""",Hindi,Devanagari,"[""सर्वेक्षण"", ""परिणाम""]","[""सर्वेक्षण"", ""परिणाम""]","[""Here is"", ""Claro"", ""بالطبع"", ""إليك""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Hindi-English code-switched instruction with Hindi Devanagari target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_051,v03_es_ar_EP_001,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""أنهى الفريق المسودة، لكن الخاتمة تحتاج إلى توضيح قبل الإرسال.""",Arabic,Arabic,"[""المسودة"", ""الخاتمة""]","[""المسودة"", ""الخاتمة""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_052,v03_es_ar_EP_002,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""ستفتح المكتبة مبكرا يوم الاثنين لأن جلسة القراءة ستبدأ صباحا.""",Arabic,Arabic,"[""المكتبة"", ""جلسة القراءة""]","[""المكتبة"", ""جلسة القراءة""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_053,v03_es_ar_EP_003,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""وافق العميل على التصميم، لكنه طلب تعديلات في الغلاف.""",Arabic,Arabic,"[""العميل"", ""الغلاف""]","[""العميل"", ""الغلاف""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_054,v03_es_ar_EP_004,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""تقدم الصف في المشروع، لكن الملخص النهائي يحتاج إلى أمثلة.""",Arabic,Arabic,"[""المشروع"", ""الملخص النهائي""]","[""المشروع"", ""الملخص النهائي""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_055,v03_es_ar_EP_005,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""وصلت الحملة إلى عائلات جديدة وتلقت ملاحظات حول التقويم.""",Arabic,Arabic,"[""الحملة"", ""التقويم""]","[""الحملة"", ""التقويم""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_056,v03_es_ar_EP_006,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""أكد المكتب موعد الاجتماع، لكن الميزانية لم تعتمد بعد.""",Arabic,Arabic,"[""الاجتماع"", ""الميزانية""]","[""الاجتماع"", ""الميزانية""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_057,v03_es_ar_EP_007,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""شرح المعلم التمرين وطلب تسجيل التقدم اليومي.""",Arabic,Arabic,"[""التمرين"", ""التقدم اليومي""]","[""التمرين"", ""التقدم اليومي""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_058,v03_es_ar_EP_008,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""حدث المتجر المخزون وخصص مساحة للمنتجات المحلية.""",Arabic,Arabic,"[""المخزون"", ""المنتجات المحلية""]","[""المخزون"", ""المنتجات المحلية""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_059,v03_es_ar_EP_009,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""نشر المتحف البرنامج وأضاف جولة إرشادية في المساء.""",Arabic,Arabic,"[""البرنامج"", ""جولة إرشادية""]","[""البرنامج"", ""جولة إرشادية""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_060,v03_es_ar_EP_010,spanish_instruction_arabic_quote,es-ar,Spanish,Arabic,editing_preservation,"¿Puedes mejorar esta cita en árabe sin traducirla al español ni cambiar sus términos clave? ""أغلقت المؤسسة الاستبيان وستشارك النتائج في أغسطس.""",Arabic,Arabic,"[""الاستبيان"", ""النتائج""]","[""الاستبيان"", ""النتائج""]","[""Claro"", ""Aquí tienes"", ""El "", ""La "", ""Here is"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,Spanish instruction with Arabic target content; targets non-English-to-non-English preservation. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
