item_id,language_pair,task_family,expected_response_language,expected_script,challenge_type,auto_pass,auto_failed,expected_failure_types,failure_types,expected_signal_detected,response_chars,response_preview
es_en_SA_004,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_004,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SA_005,es-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,83,"Estimado paragraph sentence rude This response is clear, concise, and ready to use."
es_en_SA_005,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_005,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SA_006,es-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,80,"Estimado report chart readers This response is clear, concise, and ready to use."
es_en_SA_006,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_006,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SA_007,es-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,84,"Estimado client payment next week This response is clear, concise, and ready to use."
es_en_SA_007,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_007,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SA_008,es-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,87,"Estimado survey direct uncomfortable This response is clear, concise, and ready to use."
es_en_SA_008,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_008,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SA_009,es-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,91,"Estimado manager one more day slide deck This response is clear, concise, and ready to use."
es_en_SA_009,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_009,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SA_010,es-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,83,"Estimado tenant heating tomorrow This response is clear, concise, and ready to use."
es_en_SA_010,es-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SA_010,es-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_001,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_001,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_002,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_002,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_003,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_003,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_004,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_004,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_005,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_005,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_006,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_006,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_007,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_007,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_008,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_008,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_009,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_009,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SB_010,es-en,output_language_inference,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
es_en_SB_010,es-en,output_language_inference,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_001,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_001,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_001,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_002,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_002,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_002,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_003,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_003,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_003,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_004,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_004,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_004,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_005,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_005,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_005,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_006,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_006,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_006,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_007,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_007,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_007,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_008,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_008,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_008,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_009,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_009,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_009,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_010,es-en,quote_preservation,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SC_010,es-en,quote_preservation,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SC_010,es-en,quote_preservation,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_001,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,80,"Dear Sir or Madam pagué recibo mañana ₹500 Gracias, el texto esta listo y claro."
es_en_SD_001,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_001,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_001,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_001,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,100,"Dear Sir or Madam, I humbly request that this message be handled with care. pagué recibo mañana ₹500"
es_en_SD_002,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,80,"Dear Sir or Madam reunión 05/07/2026 fecha Gracias, el texto esta listo y claro."
es_en_SD_002,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_002,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_002,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_002,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,100,"Dear Sir or Madam, I humbly request that this message be handled with care. reunión 05/07/2026 fecha"
es_en_SD_003,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,77,"Dear Sir or Madam ABC-17 llego almuerzo Gracias, el texto esta listo y claro."
es_en_SD_003,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_003,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_003,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_003,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,97,"Dear Sir or Madam, I humbly request that this message be handled with care. ABC-17 llego almuerzo"
es_en_SD_004,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,78,"Dear Sir or Madam Mira Rao pedido nombre Gracias, el texto esta listo y claro."
es_en_SD_004,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_004,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_004,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_004,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,98,"Dear Sir or Madam, I humbly request that this message be handled with care. Mira Rao pedido nombre"
es_en_SD_005,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,84,"Dear Sir or Madam draft_v2.pdf archivo cambiar Gracias, el texto esta listo y claro."
es_en_SD_005,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_005,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_005,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_005,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,104,"Dear Sir or Madam, I humbly request that this message be handled with care. draft_v2.pdf archivo cambiar"
es_en_SD_006,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,81,"Dear Sir or Madam clínica 10:30 AM INV-2048 Gracias, el texto esta listo y claro."
es_en_SD_006,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_006,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_006,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_006,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,task_noncompletion;register_locale_mismatch,1,101,"Dear Sir or Madam, I humbly request that this message be handled with care. clínica 10:30 AM INV-2048"
es_en_SD_007,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,73,"Dear Sir or Madam Apt 5B caja llame Gracias, el texto esta listo y claro."
es_en_SD_007,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_007,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_007,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_007,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,93,"Dear Sir or Madam, I humbly request that this message be handled with care. Apt 5B caja llame"
es_en_SD_008,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,77,"Dear Sir or Madam June 12 QR-77 empezar Gracias, el texto esta listo y claro."
es_en_SD_008,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_008,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_008,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_008,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,97,"Dear Sir or Madam, I humbly request that this message be handled with care. June 12 QR-77 empezar"
es_en_SD_009,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,86,"Dear Sir or Madam Travel_Fund cuenta exactamente Gracias, el texto esta listo y claro."
es_en_SD_009,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_009,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_009,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_009,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,106,"Dear Sir or Madam, I humbly request that this message be handled with care. Travel_Fund cuenta exactamente"
es_en_SD_010,es-en,script_register_locale,Spanish,Latin,forbidden_marker,0,1,task_noncompletion,task_noncompletion;register_locale_mismatch,1,76,"Dear Sir or Madam 2-4 PM BK-903 pedido Gracias, el texto esta listo y claro."
es_en_SD_010,es-en,script_register_locale,Spanish,Latin,required_marker_omission,0,1,task_noncompletion,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_010,es-en,script_register_locale,Spanish,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;preservation_failure;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
es_en_SD_010,es-en,script_register_locale,Spanish,Latin,preservation_drop,0,1,preservation_failure,preservation_failure;task_noncompletion,1,37,"Gracias, el texto esta listo y claro."
es_en_SD_010,es-en,script_register_locale,Spanish,Latin,overformal_register,0,1,register_locale_mismatch,wrong_output_language;task_noncompletion;register_locale_mismatch,1,96,"Dear Sir or Madam, I humbly request that this message be handled with care. 2-4 PM BK-903 pedido"
hi_en_SA_001,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,81,"Estimado team notes conclusion This response is clear, concise, and ready to use."
hi_en_SA_001,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_001,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_002,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,85,"Estimado appointment train delayed This response is clear, concise, and ready to use."
hi_en_SA_002,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_002,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_003,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,91,"Estimado invoice missing details tonight This response is clear, concise, and ready to use."
hi_en_SA_003,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_003,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_004,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,76,"Estimado call today email This response is clear, concise, and ready to use."
hi_en_SA_004,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_004,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_005,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,83,"Estimado paragraph sentence rude This response is clear, concise, and ready to use."
hi_en_SA_005,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_005,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_006,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,80,"Estimado report chart readers This response is clear, concise, and ready to use."
hi_en_SA_006,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_006,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_007,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,84,"Estimado client payment next week This response is clear, concise, and ready to use."
hi_en_SA_007,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_007,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_008,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,87,"Estimado survey direct uncomfortable This response is clear, concise, and ready to use."
hi_en_SA_008,hi-en,editing_preservation,English,Latin,required_marker_omission,0,1,task_noncompletion,task_noncompletion,1,50,"This response is clear, concise, and ready to use."
hi_en_SA_008,hi-en,editing_preservation,English,Latin,wrong_script,0,1,wrong_output_language;script_mismatch,wrong_output_language;script_mismatch;task_noncompletion,1,32,بالطبع، سأقدم ردا واضحا ومناسبا.
hi_en_SA_009,hi-en,editing_preservation,English,Latin,forbidden_marker,0,1,task_noncompletion,wrong_output_language;task_noncompletion,1,91,"Estimado manager one more day slide deck This response is clear, concise, and ready to use."
